st	flaA	pilE	asd	mip	mompS	proA	neuA_neuAH
1706	6	6	14	14	4	14	6
1707	5	1	22	27	6	10	12
1708	6	10	17	28	4	14	9
1709	3	10	15	28	4	3	207
1710	2	3	5	28	33	14	6
1711	31	1	20	10	21	4	11
1712	27	3	9	12	2	1	6
1713	17	10	19	67	69	14	207
1714	37	11	4	9	58	16	52
1715	17	6	15	14	9	14	6
1716	6	6	17	28	13	14	11
1717	26	41	22	69	55	48	31
1718	11	14	16	19	15	13	215
1719	11	14	16	65	7	13	217
1720	2	10	17	14	21	14	221
1721	2	10	17	28	13	11	207
1722	2	3	6	50	51	1	9
1723	6	10	20	13	9	4	9
1724	2	7	11	3	11	12	9
1725	8	6	30	6	48	8	10
1726	21	14	29	1	15	29	206
1727	6	10	15	2	4	14	11
1728	32	6	15	6	86	7	6
1729	7	10	17	10	13	4	3
1730	2	6	17	6	8	8	9
1731	2	3	40	69	87	5	6
1732	8	6	30	6	48	8	11
1733	2	6	3	28	4	4	207
1734	6	10	23	70	33	14	9
1735	1	4	3	30	1	1	1
1736	17	10	15	14	17	3	11
1737	3	10	1	28	21	9	3
1738	10	22	7	28	9	18	13
1739	8	3	64	15	21	1	6
1740	19	25	25	68	49	28	225
1741	11	14	32	62	7	33	226
1742	2	19	5	10	33	1	10
1743	4	7	11	3	29	12	17
1744	4	8	11	15	59	26	6
1745	6	10	15	28	21	3	207
1746	6	10	19	28	9	14	207
1747	6	10	15	13	4	14	209
1748	2	3	5	10	2	1	201
1749	6	10	19	10	19	4	209
1750	2	10	15	16	21	14	201
1751	17	10	19	28	4	7	207
1752	6	10	19	28	9	14	208
1753	1	4	3	16	2	1	207
1754	1	10	19	28	4	7	207
1755	6	10	19	8	9	4	207
1756	3	13	1	21	11	9	9
1757	8	8	3	15	18	1	34
1758	2	3	9	1	2	1	6
1759	2	10	21	13	17	14	9
1760	12	15	11	11	18	12	10
1761	6	10	14	10	39	3	10
1762	7	10	21	28	9	14	3
1763	6	14	16	71	15	13	1
1764	27	3	9	12	63	1	6
1765	7	8	17	10	13	12	2
1766	21	23	28	2	15	29	6
1767	4	7	11	3	40	12	37
1768	10	10	7	28	85	18	16
1769	3	6	65	9	2	8	209
1770	2	10	3	36	9	4	9
1771	2	6	17	14	12	8	221
1772	2	6	3	28	9	4	3
1773	6	43	15	6	21	7	53
1774	7	10	3	72	9	4	13
1775	3	4	1	6	1	1	220
1776	4	4	1	1	14	9	24
1777	1	4	3	1	1	1	215
1778	3	14	16	16	15	13	9
1779	2	14	16	16	15	13	9
1780	6	10	20	28	13	14	207
1781	8	6	17	6	12	31	220
1782	2	6	17	28	12	11	207
1783	17	10	15	28	13	14	11
1784	2	10	2	16	13	14	202
1785	2	15	3	73	29	1	201
1786	2	15	3	73	29	1	9
1787	6	8	66	28	4	4	3
1788	26	6	9	52	67	1	6
1789	21	27	28	54	15	29	9
1790	3	12	1	3	1	9	11
1791	6	10	19	28	9	4	207
1792	6	10	3	14	9	4	6
1793	6	10	19	16	19	4	207
1794	10	22	7	28	16	3	8
1795	6	48	14	36	1	49	207
1796	2	8	18	10	2	1	2
1797	2	10	15	28	9	3	9
1798	7	10	17	10	13	4	11
1799	6	10	3	28	9	4	13
1800	4	8	11	2	5	12	4
1801	3	6	3	3	14	9	11
1802	7	6	17	10	11	11	3
1803	3	13	1	6	11	9	11
1804	26	41	22	21	55	48	31
1805	12	29	2	21	3	20	15
1806	4	8	11	3	29	12	9
1807	4	10	11	10	29	12	10
1808	4	8	11	25	11	12	2
1809	17	10	3	27	9	14	3
1810	4	7	11	3	30	12	9
1811	6	10	15	28	4	3	6
1812	2	12	3	6	9	14	11
1813	3	13	1	6	14	9	3
1814	10	22	7	50	8	18	6
1815	7	6	17	3	13	11	207
1816	6	10	17	3	4	14	6
1817	6	10	15	28	21	7	9
1818	10	12	7	28	4	18	11
1819	1	4	3	12	1	1	1
1820	12	8	11	18	8	12	6
1821	5	1	22	30	6	10	11
1822	2	6	3	10	9	14	11
1823	21	14	29	10	15	29	206
1824	12	10	11	5	20	12	2
1825	6	10	15	3	21	4	15
1826	12	10	5	10	18	1	209
1827	3	5	1	8	14	9	207
1828	5	1	22	20	6	10	4
1829	6	10	15	1	17	14	11
1830	7	10	17	28	62	11	11
1831	2	10	14	10	21	4	6
1832	2	4	19	28	21	14	11
1833	2	10	14	10	9	4	3
1834	2	3	18	15	63	1	6
1835	11	14	22	16	15	13	2
1836	2	10	19	28	9	4	13
1837	2	10	3	3	9	4	42
1838	6	10	15	3	2	3	3
1839	3	10	1	28	14	9	4
1840	6	10	15	30	9	4	1
1841	6	41	22	69	55	48	31
1842	2	10	15	12	17	14	11
1843	7	10	17	12	13	11	11
1844	17	10	15	28	17	3	207
1845	21	27	28	28	15	29	9
1846	2	3	9	12	2	1	20
1847	2	3	5	12	2	1	6
1848	6	10	14	5	21	14	9
1849	5	1	20	74	6	10	203
1850	6	10	15	10	13	4	9
1851	6	10	19	12	19	4	207
1852	2	10	63	10	2	1	6
1853	8	10	3	15	29	1	6
1854	5	3	6	10	2	1	6
1855	7	6	17	28	36	11	1
1856	26	9	2	5	3	17	15
1857	6	6	3	28	9	4	11
1858	1	6	3	1	1	1	9
1859	7	10	3	3	9	4	11
1860	2	10	3	3	9	4	207
1861	16	4	33	1	41	1	1
1862	22	4	3	28	1	1	1
1863	6	10	19	28	9	4	9
1864	3	13	1	28	9	9	11
1865	2	3	46	13	2	5	6
1867	21	14	29	11	15	29	6
1868	8	10	20	10	9	17	11
1869	12	9	2	5	19	17	11
1870	2	6	19	10	9	4	40
1871	2	10	5	13	52	1	6
1872	3	13	1	28	14	9	15
1873	6	10	15	28	19	4	207
1874	22	4	3	1	2	1	1
1875	31	10	20	10	19	4	11
1876	6	6	15	28	4	4	9
1877	6	10	19	42	19	4	207
1878	1	10	3	16	2	1	208
1879	6	6	15	14	21	7	6
1880	32	12	50	6	48	11	220
1881	6	10	19	28	69	4	11
1882	8	6	34	5	2	8	15
1883	3	10	1	1	14	9	215
1884	1	10	17	10	19	4	209
1885	6	10	14	28	2	14	3
1886	6	10	19	28	21	12	9
1887	7	6	17	7	13	11	207
1888	8	6	34	8	2	8	11
1889	12	29	2	5	50	20	213
1890	6	10	15	3	4	14	11
1891	4	8	11	5	11	12	34
1892	6	10	14	28	21	14	3
1893	6	16	18	28	4	4	6
1894	6	10	15	8	4	14	207
1895	7	10	15	28	21	7	207
1896	32	6	17	6	48	8	11
1897	27	3	9	3	56	5	6
1898	5	7	22	27	6	10	12
1899	2	10	3	14	9	1	6
1900	2	6	15	28	9	4	13
1901	2	8	11	10	10	1	2
1902	8	6	34	9	2	8	10
1903	6	10	19	28	19	4	1
1904	21	14	29	16	15	29	227
1905	11	14	16	10	15	13	2
1906	6	13	15	28	4	14	11
1907	10	22	7	50	16	18	6
1908	5	2	22	5	6	10	12
1909	2	10	57	13	2	1	6
1910	8	8	3	15	18	1	37
1911	16	21	12	19	31	21	6
1912	9	3	1	30	31	1	20
1913	6	10	5	48	33	1	209
1914	2	29	2	5	50	20	213
1915	2	10	3	1	9	4	3
1916	6	10	15	28	17	14	207
1917	6	10	15	28	9	14	13
1918	10	3	9	10	2	1	6
1919	16	21	12	19	31	21	1
1920	7	6	3	48	13	11	11
1921	6	10	14	28	2	3	6
1922	22	4	3	36	89	30	1
1923	2	10	14	10	88	4	3
1924	2	3	9	12	2	1	6
1925	8	10	3	47	2	1	6
1926	2	10	3	15	9	14	6
1927	3	4	1	1	14	9	13
1928	10	10	7	28	85	18	6
1929	6	6	3	28	9	4	6
1930	6	10	2	28	21	14	3
1931	6	10	19	28	4	4	3
1932	4	8	10	2	10	12	4
1933	7	10	19	10	19	4	6
1934	2	10	3	10	18	17	10
1935	32	35	48	6	48	50	54
1936	3	8	11	10	10	12	2
1937	2	10	15	10	9	4	9
1938	1	3	4	1	1	52	1
1939	2	10	1	3	9	4	6
1940	6	10	15	1	9	14	11
1941	12	8	11	15	20	12	2
1942	2	10	3	13	9	11	202
1943	2	10	3	28	30	14	207
1944	1	4	3	16	1	9	207
1945	6	6	15	6	4	14	9
1946	3	23	13	21	91	20	9
1947	3	4	1	1	1	1	9
1948	3	13	1	16	14	9	55
1949	7	10	3	5	9	4	9
1950	3	10	1	6	14	9	220
1951	3	4	1	6	14	9	220
1952	3	10	1	3	14	9	207
1953	7	6	17	3	2	25	207
1954	11	14	16	31	15	13	207
1955	10	22	7	28	16	18	210
1956	11	4	16	25	15	13	206
1957	2	10	24	28	4	4	210
1958	2	10	24	28	4	4	206
1959	2	10	9	10	2	1	229
1960	2	10	9	27	2	1	229
1961	2	31	5	5	35	5	34
1962	4	3	18	15	5	1	6
1963	4	8	11	5	29	12	6
1964	6	10	17	28	19	14	6
1965	4	3	18	28	5	1	9
1966	6	6	15	6	4	14	11
1967	2	10	3	5	15	1	10
1968	8	6	34	8	2	8	228
1969	6	10	15	13	19	14	6
1970	2	10	5	12	18	5	6
1971	1	4	3	28	1	1	13
1972	6	10	15	3	4	3	3
1973	21	10	28	2	15	29	227
1974	6	10	15	3	13	14	6
1975	3	12	1	6	35	9	220
1976	6	10	3	10	21	4	207
1977	6	10	3	28	21	7	207
1978	2	10	3	28	21	14	3
1979	7	6	17	3	13	11	56
1980	6	10	14	12	21	43	20
1981	4	7	11	3	5	12	9
1982	3	5	1	7	14	32	3
1983	8	10	3	15	33	1	6
1984	6	10	14	28	39	9	3
1985	3	7	1	3	14	11	9
1986	7	10	17	28	9	4	207
1987	7	6	17	3	50	11	9
1988	6	6	19	14	19	4	6
1989	3	10	14	28	21	14	9
1990	12	6	3	6	9	4	38
1991	6	10	19	3	19	14	3
1992	3	6	1	6	11	11	9
1993	10	12	3	6	9	14	220
1994	3	6	1	6	8	11	9
1995	7	6	17	6	13	11	220
1996	10	12	7	28	16	18	11
1997	10	22	7	28	16	18	15
1998	6	10	15	14	21	7	221
1999	3	6	1	6	1	11	9
2000	10	12	7	3	14	18	6
2001	2	6	17	28	13	11	9
2002	10	22	7	28	16	18	8
2003	2	10	24	7	4	4	207
2004	6	6	15	28	9	14	207
2005	6	10	15	28	4	3	207
2006	30	14	67	21	61	13	15
2007	2	10	17	3	9	4	3
2008	6	23	15	3	9	14	11
2010	4	8	11	16	24	12	2
2011	4	7	11	3	4	12	9
2012	2	10	19	13	21	14	207
2013	2	10	19	28	21	14	207
2015	6	10	19	3	4	4	9
2016	32	12	50	10	48	11	6
2017	6	9	2	5	3	17	15
2018	6	9	2	5	3	17	11
2019	6	9	2	5	3	17	6
2020	6	10	19	67	19	4	11
2021	7	9	26	5	3	17	15
2022	12	29	2	21	3	20	39
2023	2	10	5	28	18	14	7
2024	12	9	26	5	27	20	213
2025	6	10	14	28	9	14	15
2026	12	23	13	10	18	22	15
2027	2	10	5	10	18	22	15
2028	2	10	5	12	18	14	15
2029	12	9	26	21	3	20	15
2030	2	10	14	5	35	3	6
2031	12	8	11	2	11	12	205
2032	2	10	5	10	18	14	10
2033	1	4	3	10	1	1	203
2034	1	4	16	1	1	1	9
2035	1	4	68	1	1	1	9
2036	23	12	31	6	14	31	220
2037	19	25	25	33	49	28	225
2038	3	6	1	8	14	11	3
2039	6	10	15	3	21	14	11
2040	2	4	15	28	9	1	9
2041	2	10	5	15	33	5	9
2042	6	29	15	3	9	14	9
2043	4	7	11	3	11	1	8
2044	6	10	2	28	9	4	207
2045	29	49	30	9	66	31	11
2046	1	6	3	1	1	3	1
2047	12	31	11	5	11	12	22
2048	3	10	1	1	14	9	3
2049	2	6	17	25	9	11	6
2050	3	6	1	14	14	9	1
2051	2	10	15	28	2	4	9
2052	6	10	19	13	19	4	202
2053	6	6	15	20	19	14	207
2054	6	6	15	28	4	14	207
2055	3	10	11	3	9	4	9
2056	3	6	1	6	14	9	11
2057	2	10	39	28	9	4	9
2058	3	6	1	6	14	10	11
2059	3	4	1	6	35	9	220
2060	7	4	17	1	1	1	13
2061	11	14	16	71	15	13	1
2062	7	6	17	13	13	9	18
2063	6	10	15	3	21	3	3
2064	6	10	15	28	21	7	10
2065	2	10	3	13	13	4	18
2066	3	6	17	3	14	9	11
2067	7	10	17	3	14	11	11
2068	2	3	9	10	33	1	218
2069	3	10	1	1	14	9	13
2070	6	10	14	28	21	1	9
2071	12	8	11	21	11	12	9
2072	3	10	19	3	19	4	11
2073	8	10	3	15	18	1	24
2074	2	10	10	12	2	1	6
2075	2	10	15	28	4	14	11
2076	7	6	3	3	14	11	11
2077	6	6	21	28	17	14	11
2078	30	50	16	31	61	13	44
2079	12	8	11	21	10	12	17
2080	6	10	15	28	21	14	15
2081	2	10	3	3	9	11	9
2082	2	10	15	28	21	4	207
2083	2	10	15	28	21	4	9
2084	6	10	19	2	19	4	9
2085	6	10	15	28	4	3	1
2086	6	10	15	28	9	14	3
2087	2	10	15	28	21	4	6
2088	2	10	15	28	21	4	1
2089	12	9	2	5	14	20	6
2090	2	10	5	3	18	5	6
2091	5	1	22	30	6	9	203
2092	2	3	3	10	9	14	6
2093	6	10	19	13	19	4	6
2094	12	8	11	40	24	12	2
2095	3	10	1	3	29	9	3
2096	3	4	1	1	14	10	11
2097	2	3	22	15	2	1	6
2098	2	10	3	3	4	9	4
2099	6	51	19	6	19	4	6
2100	7	43	31	3	48	15	2
2101	23	6	1	6	13	15	220
2102	3	10	1	6	14	9	9
2103	17	10	3	13	9	4	202
2104	3	10	1	6	1	9	9
2105	6	10	15	66	21	7	6
2106	2	10	18	12	2	1	6
2107	4	7	11	3	29	12	9
2108	1	4	3	16	1	1	24
2109	6	10	2	10	9	4	6
2110	6	10	2	10	13	4	9
2111	6	6	19	3	19	4	11
2112	12	8	11	2	11	12	216
2113	6	10	21	10	17	14	209
2114	6	10	21	3	17	14	9
2115	7	10	17	3	13	14	207
2116	21	14	29	16	15	29	6
2117	3	4	1	1	14	10	1
2118	3	10	1	10	1	9	11
2119	6	10	3	28	9	4	9
2120	3	8	11	16	42	9	2
2121	6	10	21	3	17	14	57
2122	2	10	3	10	9	4	9
2123	2	6	15	3	19	4	11
2124	10	10	7	28	65	18	13
2125	17	23	13	21	91	22	9
2126	2	3	5	11	18	1	6
2127	12	5	1	10	14	32	6
2128	27	3	9	15	5	5	6
2129	2	22	7	28	16	18	6
2130	1	4	69	1	1	1	1
2131	21	27	28	3	15	29	11
2132	27	10	9	15	56	5	6
2133	11	14	16	76	15	13	2
2134	2	3	9	12	35	1	6
2135	5	2	20	27	6	10	12
2136	6	10	15	28	11	12	9
2137	12	23	13	5	32	22	15
2138	2	10	5	12	33	14	39
2139	11	14	16	10	15	13	9
2140	4	3	18	10	5	1	9
2141	6	10	15	12	21	14	207
2142	12	9	2	21	3	20	15
2143	12	9	11	10	11	12	6
2144	38	8	11	21	29	12	9
2145	2	9	2	21	3	17	15
2146	7	10	17	3	1	11	9
2147	2	10	14	10	21	14	1
2148	7	10	17	28	13	11	207
2149	5	10	22	10	6	10	10
2150	7	6	3	8	13	11	58
2151	2	6	17	6	13	11	59
2152	21	14	28	5	15	29	10
2153	2	10	18	15	1	5	6
2154	27	3	9	43	56	1	3
2155	6	46	15	25	48	14	11
2156	6	10	19	10	2	4	9
2157	2	3	9	10	92	1	6
2158	2	12	3	1	9	4	220
2159	2	10	15	3	9	4	13
2160	30	13	70	15	61	53	6
2161	3	13	1	6	14	9	6
2162	6	10	15	21	30	14	9
2163	2	6	1	3	14	9	6
2164	6	10	14	21	21	4	15
2165	2	6	17	16	13	11	11
2166	3	14	3	16	15	13	2
2167	7	4	17	1	17	11	11
2168	6	10	2	3	9	4	3
2169	5	1	22	30	6	10	213
2170	2	10	1	28	21	4	11
2171	3	10	1	1	14	12	15
2172	12	17	11	15	5	1	20
2173	8	10	3	10	33	1	6
2174	2	3	40	5	52	5	6
2176	3	10	1	3	14	1	11
2177	1	4	3	16	1	1	9
2178	2	6	3	28	9	4	11
2175	2	10	3	10	2	1	6
2179	2	10	15	28	17	14	207
2180	6	10	3	28	19	4	3
2181	1	4	3	1	1	1	8
2182	10	22	7	28	16	18	3
2183	2	10	14	10	19	4	9
2184	21	14	28	10	15	29	6
2185	8	29	5	5	11	20	15
2186	30	18	44	77	61	13	217
2187	6	6	19	13	19	4	6
2188	3	12	1	1	14	9	1
2189	21	14	29	3	15	29	9
2190	2	10	3	28	13	4	207
2191	2	10	24	3	17	4	6
2192	2	10	24	3	9	4	6
2193	12	10	5	10	33	1	209
2194	2	1	9	10	59	1	6
2195	6	10	17	3	4	4	11
2196	6	6	15	3	4	14	11
2197	3	5	1	7	14	11	8
2198	6	10	15	7	17	4	3
2199	7	5	1	7	14	32	8
2200	11	14	16	1	7	13	207
2201	17	6	15	3	9	14	11
2202	2	10	17	14	21	14	8
2203	6	6	15	3	9	4	3
2204	6	6	15	3	4	4	13
2205	17	10	15	7	17	14	11
2206	11	6	16	16	15	13	2
2207	2	10	19	28	19	4	3
2208	6	4	14	3	21	4	11
2209	6	10	15	28	21	4	9
2210	1	4	3	1	93	30	1
2211	2	43	48	6	94	31	40
2212	6	10	15	78	21	4	6
2213	7	6	3	16	13	11	26
2214	2	10	5	50	2	1	6
2215	2	10	15	28	19	4	13
2216	1	10	19	28	9	14	11
2217	1	4	3	1	95	1	1
2218	2	53	3	6	48	15	40
2219	3	13	1	1	14	9	9
2220	6	10	14	10	63	3	6
2221	6	10	5	11	10	1	209
2222	7	6	17	25	13	11	7
2223	6	6	17	8	4	14	207
2224	1	10	3	15	6	2	6
2225	2	10	15	10	9	4	2
2226	8	15	3	10	18	1	6
2227	2	10	3	28	1	14	207
2228	4	13	11	13	11	9	9
2229	2	6	17	9	12	8	9
2230	2	6	17	3	12	8	9
2231	10	22	7	28	16	18	9
2232	6	10	15	28	21	4	2
2233	6	10	3	28	9	4	1
2234	4	8	11	28	11	12	9
2235	2	12	48	6	48	11	3
2236	12	3	9	10	2	1	6
2237	8	6	34	9	53	8	3
2238	32	53	17	6	12	4	9
2239	6	10	20	10	9	14	9
2240	6	10	19	28	9	4	3
2241	2	15	3	10	2	1	6
2242	12	31	2	5	3	17	6
2243	2	10	3	3	1	4	11
2244	2	6	17	7	12	8	9
2245	12	9	2	21	76	17	15
2246	6	10	5	3	4	14	9
2247	16	21	12	19	31	21	9
2248	6	10	15	28	13	11	3
2009	7	6	17	3	39	11	9
2249	1	4	3	5	1	1	22
2250	28	21	33	37	41	1	1
2251	7	6	17	19	1	11	1
2252	6	10	15	10	21	14	2
2253	2	6	11	3	40	14	1
2254	28	21	33	37	41	1	222
2255	28	21	33	37	41	1	215
2256	16	21	33	37	41	1	222
2257	5	2	22	23	6	25	2
2258	21	27	29	80	15	29	230
2259	1	14	16	1	15	13	2
2260	1	4	3	3	1	1	1
2261	10	14	16	1	15	13	2
2262	1	4	3	19	1	30	3
2263	7	6	17	6	1	11	11
2264	7	6	17	3	48	11	3
2265	7	6	17	3	1	11	3
2266	16	4	3	19	1	30	3
2267	28	21	33	37	41	1	9
2268	6	10	15	10	21	14	1
2269	16	4	3	19	1	1	1
2270	7	6	31	19	48	11	3
2271	1	4	3	19	1	1	11
2272	16	4	3	1	1	30	1
2273	7	6	17	3	48	15	11
2274	23	12	31	6	48	31	1
2275	6	10	11	3	40	14	1
2276	7	6	17	19	1	11	3
2277	7	6	1	3	14	11	3
2278	28	21	33	37	41	1	3
2279	23	12	31	3	48	31	1
2280	1	4	3	19	1	30	215
2281	1	14	16	10	15	13	13
2282	10	14	16	12	15	13	215
2283	17	23	13	54	32	44	47
2284	1	4	3	1	1	1	60
2285	6	10	14	28	2	14	207
2286	4	10	11	3	11	12	9
2287	6	10	14	10	21	3	9
2288	1	6	1	1	14	1	1
2289	2	10	3	15	9	4	6
2290	2	10	3	28	9	11	9
2291	6	10	3	13	9	4	3
2292	2	10	3	10	9	14	3
2293	7	6	17	12	13	11	207
2294	17	10	3	16	9	4	26
2295	12	8	11	10	5	12	2
2296	6	10	19	3	14	4	11
2297	2	3	5	23	2	1	37
2298	6	10	14	28	21	4	11
2299	1	10	3	5	1	1	213
2300	7	6	17	28	2	11	9
2301	1	4	3	1	1	1	61
2302	21	27	28	21	15	29	9
2303	6	10	15	28	33	4	13
2304	2	10	19	13	21	14	3
2305	6	6	15	10	21	40	11
2306	6	10	15	12	21	14	62
2307	1	10	3	1	1	30	1
2308	21	14	29	10	15	29	10
2309	5	10	18	12	2	1	6
2310	1	4	3	1	93	1	204
2311	3	7	1	3	5	11	11
2312	1	14	16	31	15	13	210
2314	8	3	9	15	2	1	6
2315	6	10	2	28	4	1	207
2319	2	10	3	6	9	4	9
2320	2	10	3	30	9	4	203
2322	29	10	19	28	19	4	3
2323	7	6	1	3	14	11	11
2324	22	10	3	1	1	1	6
2325	3	14	16	1	15	13	207
2326	21	14	29	3	75	44	9
2327	6	10	15	28	9	4	6
2328	4	8	11	40	40	12	2
2329	11	14	16	12	7	13	3
2330	1	4	3	12	1	1	9
2331	22	4	3	1	1	1	9
2332	6	10	19	14	21	4	11
2333	17	13	1	28	27	9	3
2334	19	6	17	3	13	10	6
2335	2	6	3	3	9	4	207
2336	7	29	2	21	3	20	39
1070	7	10	15	28	14	40	11
2337	7	12	17	3	35	11	11
2338	7	6	31	8	48	11	11
2339	3	6	1	28	19	4	11
2340	10	12	7	81	16	18	6
2341	6	6	15	28	4	14	63
2342	6	6	15	28	4	14	2
2343	3	13	1	6	12	9	11
2344	2	10	18	15	33	5	6
2345	2	10	57	28	2	1	6
2346	2	6	3	13	14	14	2
2347	7	1	17	15	13	11	6
2348	2	10	19	6	19	4	11
2349	7	10	19	3	19	4	6
2350	6	10	15	28	17	14	6
2351	1	7	11	4	1	12	9
2352	2	6	17	17	13	11	6
2353	2	3	6	10	1	1	6
2354	2	6	3	28	9	4	6
2355	1	14	16	25	15	13	1
2356	3	12	1	6	35	9	6
2357	1	14	16	25	15	13	206
2358	2	14	16	31	15	13	11
2359	2	14	16	1	15	13	10
2360	6	14	16	1	15	13	10
2361	3	10	1	28	11	9	3
2362	8	1	22	30	6	10	1
2363	12	17	11	10	5	12	3
2364	12	17	11	10	5	12	1
2365	12	14	16	18	15	13	201
2366	2	3	3	13	33	1	6
2367	6	10	15	28	21	7	1
2368	2	12	48	1	48	11	1
2369	8	10	3	15	2	26	20
2370	20	23	14	44	21	4	6
2317	2	19	5	10	33	1	2
2371	12	8	11	23	59	12	2
2372	7	6	17	3	13	9	6
2373	6	10	2	10	13	4	6
2374	21	27	28	82	15	29	9
2375	7	6	3	15	13	3	3
2376	7	6	3	8	13	3	3
2377	2	10	15	12	9	14	13
2378	7	6	3	28	13	11	9
2379	11	14	16	30	15	13	213
2380	7	10	17	1	14	11	1
2381	1	6	16	16	15	1	2
2382	2	10	11	10	11	12	28
2383	2	10	15	12	9	14	9
2384	2	10	22	15	6	1	6
2385	2	23	13	10	33	22	6
2386	2	6	17	10	9	4	11
2387	6	23	15	10	9	14	9
2388	6	6	15	14	4	14	11
2389	2	3	5	10	18	1	6
2390	16	21	33	37	31	1	2
2391	16	21	33	37	41	1	2
2392	2	10	15	3	21	14	9
2393	12	8	11	5	20	12	9
2394	10	10	7	28	8	18	11
2395	2	53	48	6	48	15	207
2396	2	6	17	6	96	3	11
2397	3	6	1	21	11	11	9
2398	7	12	17	21	11	11	11
2399	7	6	17	21	11	11	9
2400	3	10	1	28	14	54	3
2401	7	6	17	84	11	11	9
2402	2	3	18	3	2	1	9
2403	2	15	18	10	2	1	6
2404	2	15	3	10	9	4	6
2405	8	10	1	15	14	9	6
2406	6	10	15	28	21	40	9
2407	11	14	16	12	15	13	215
2408	5	1	17	13	9	4	207
2409	12	23	13	10	18	22	10
2410	12	7	11	25	11	12	1
2411	7	6	14	3	13	11	9
2412	7	6	17	28	13	11	1
2413	2	6	17	3	13	11	7
2414	6	10	17	28	4	14	3
2415	12	15	11	40	10	12	24
2416	7	6	1	21	13	11	9
2417	34	27	56	15	72	29	6
2418	11	14	16	31	15	13	1
2419	11	4	16	25	7	13	206
2420	1	4	3	1	1	1	64
2421	2	7	11	3	1	12	11
2422	3	4	1	1	1	1	1
2423	7	6	3	3	13	11	2
2424	5	2	22	51	6	25	31
2425	10	3	5	5	18	1	10
2426	12	10	15	5	13	14	15
2427	2	10	14	5	39	13	6
2428	2	10	3	1	9	1	1
2429	6	10	15	10	9	17	6
2430	3	10	1	12	1	9	9
2431	3	10	14	28	21	14	3
2432	7	10	3	5	18	1	10
2433	6	1	22	30	6	10	203
2434	6	10	19	28	75	1	1
2435	8	10	18	10	2	1	6
2436	1	4	3	10	18	1	1
2437	4	8	11	23	11	12	37
2438	26	41	73	85	55	10	65
2439	2	3	9	10	93	1	6
2468	2	1	22	5	6	10	15
2441	3	6	1	10	14	11	11
2442	4	10	15	28	4	14	11
2443	12	8	11	10	20	12	10
2444	2	8	5	16	35	5	2
2445	6	23	13	11	91	22	9
2446	2	10	18	10	29	1	6
2447	2	10	48	10	17	14	3
2448	1	4	3	1	5	1	3
2449	12	6	17	3	11	11	11
2450	6	23	15	21	9	14	9
2451	2	10	3	1	9	1	20
2452	12	4	1	3	14	9	9
2453	7	6	17	3	4	11	11
2454	2	23	17	3	9	4	6
2455	6	10	3	28	9	14	3
2456	6	10	15	13	9	11	6
2457	8	10	3	15	18	55	6
2458	3	7	1	3	1	9	11
2459	2	10	5	10	18	5	6
2460	2	3	5	11	2	5	6
2461	3	7	1	3	1	12	11
2462	26	2	35	10	6	10	203
2463	2	3	3	15	2	1	6
2464	6	10	74	10	9	14	6
2465	4	8	11	16	5	12	2
2466	7	6	17	14	4	11	1
2467	1	4	3	86	1	1	1
2469	6	10	15	3	19	4	6
2470	5	3	9	10	2	1	6
2471	3	13	1	10	14	9	7
2472	7	6	3	3	9	4	11
2473	5	8	11	5	20	12	2
2474	2	3	9	13	2	5	11
2475	2	10	1	3	9	4	9
2476	1	4	17	1	83	14	11
2477	12	14	16	16	15	13	2
2478	6	10	14	5	39	4	9
2479	5	10	22	3	6	2	9
2481	2	3	18	15	93	1	6
2482	2	3	5	3	2	1	6
2483	1	4	3	5	5	1	15
2484	10	12	7	3	35	18	6
2485	1	4	3	1	1	52	1
2486	12	29	2	5	27	20	213
2487	12	9	2	5	26	17	15
2488	22	4	3	87	1	30	1
2489	12	8	11	3	11	12	9
2490	2	6	3	28	9	4	207
2491	21	14	28	10	15	29	10
2492	12	54	1	28	14	4	6
2493	12	31	2	5	27	20	34
2494	6	6	15	3	9	14	207
2495	2	4	17	6	1	14	11
2496	6	3	15	10	21	1	6
2497	2	19	5	10	35	1	10
2498	2	3	18	10	97	1	6
2499	6	10	15	10	9	40	10
2500	6	23	15	10	19	14	9
2501	7	6	17	3	29	11	11
2502	5	3	22	15	6	1	6
2503	12	8	26	5	3	17	15
2504	12	15	2	6	50	12	15
2505	6	10	15	3	98	14	9
2506	5	12	17	21	11	11	11
2507	6	23	15	10	14	3	9
2508	1	4	3	5	21	1	213
2509	3	10	1	3	14	9	13
2510	7	6	17	14	2	1	11
2511	4	55	11	3	11	12	9
2512	11	14	16	1	7	13	2
2513	12	8	11	8	29	12	2
2514	2	10	5	5	63	5	6
2515	2	10	5	5	93	5	6
2516	2	19	5	1	63	1	10
2517	2	19	5	76	18	1	2
2518	3	12	1	14	14	8	3
2519	2	19	5	76	38	1	2
2520	4	8	11	1	10	12	2
2521	26	41	22	3	11	10	9
2522	12	29	26	21	26	17	6
2523	2	6	17	14	9	11	11
2524	16	4	3	19	1	1	3
2525	16	4	3	19	1	30	215
2526	7	14	16	1	15	13	2
2527	7	14	16	12	15	13	1
2528	7	6	31	19	48	11	215
2529	1	4	3	19	1	1	30
2530	1	14	16	12	15	13	215
2531	7	14	16	1	15	13	1
2532	1	4	31	19	1	1	1
2533	7	6	17	1	1	9	3
